N_unmapped	26155	26155	26155
N_multimapping	14680	14680	14680
N_noFeature	190677	719343	718173
N_ambiguous	423621	212257	209833
NM_033031	14	9	5
NM_033670	0	0	0
NM_144969	0	0	0
NM_001168362	0	0	0
NM_001168361	0	0	0
NM_001168360	0	0	0
NM_001146257	0	0	0
NM_001146256	0	0	0
NM_001168363	0	0	0
NM_014467	0	0	0
NM_001271680	0	0	0
NM_032969	0	0	0
NM_032968	0	0	0
NM_021118	0	0	0
NM_000351	1728	853	881
NM_013427	0	0	0
NM_000381	0	0	0
NM_001098624	0	0	0
NM_001118886	0	0	0
NM_006125	5	1	4
NM_001193278	0	0	0
NM_033290	0	0	0
NM_033289	0	0	0
NM_001193277	0	0	0
NM_014728	1	1	0
NM_015507	0	0	0
NR_109776	1	0	1
NM_002063	0	0	0
NM_001118885	0	0	0
NM_001167890	0	0	0
NM_001193280	0	0	0
NM_001193279	0	0	0
NM_001171942	1	1	0
NM_021785	0	0	0
NR_073010	0	0	0
NM_001172743	0	0	0
NM_001172739	0	0	0
NM_001172732	0	0	0
NM_198279	387	206	181
NR_033349	0	0	0
NR_033348	0	0	0
NM_004022	0	0	0
NM_004012	0	0	0
NM_004023	0	0	0
NM_004020	0	0	0
NM_000109	0	0	0
NM_004011	0	0	0
NM_004009	0	0	0
NM_004006	0	0	0
NM_004014	0	0	0
NM_004013	0	0	0
NM_004010	0	0	0
NM_004021	0	0	0
NM_014271	0	0	0
NM_001291421	0	0	0
NM_001291418	0	0	0
NM_001291417	0	0	0
NM_001291416	0	0	0
NM_001291415	0	0	0
NM_021140	0	0	0
NM_033215	5	3	2
NM_001204468	0	0	0
NM_001204466	0	0	0
NM_005676	0	0	0
NM_001204467	0	0	0
NM_001184745	0	0	0
NM_152856	0	0	0
NR_111960	0	0	0
NM_001178032	0	0	0
NM_001243804	0	0	0
NM_001166418	0	0	0
NM_018486	0	0	0
NM_012278	2	1	1
NM_006517	0	0	0
NR_103715	0	0	0
NM_002547	1	1	0
NR_051952	0	0	0
NM_001303277	0	0	0
NM_153252	1673	827	846
NM_000489	0	0	0
NM_138270	0	0	0
NM_000390	698	337	361
NM_001145414	29	9	20
NR_024062	0	0	0
NM_006729	54	26	28
NR_024608	4	3	1
NM_001085354	0	0	0
NM_198465	0	0	0
NM_024657	0	0	0
NM_017416	0	0	0
NM_001128172	0	0	0
NM_001128167	0	0	0
NM_017698	0	0	0
NM_001128166	0	0	0
NM_001128173	0	0	0
NM_032227	24	11	13
NM_002578	0	0	0
NM_001128168	0	0	0
NM_001004308	0	0	0
NR_110399	0	0	0
NM_001163279	0	0	0
NM_001081550	3946	1970	1976
NM_014253	0	0	0
NM_001163278	0	0	0
NM_001282607	0	0	0
NM_001306193	0	0	0
